,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,class
12,0.0,0.0,0.0,0.0,0.0,0.6971574761983614,0.0056222377112771,0.0028111188556385,0.0028111188556385,0.0,0.0,0.0001686671313383,0.0,0.7168353081878313,0.0056222377112771,0.0001686671313383,0.0,0.0,0.0028111188556385,0.0028111188556385,0.0,0.0,0.0,0.0028111188556385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028111188556385,1
13,0.0,0.0,0.0,0.0,0.0,0.7375611381607994,0.0185051181617404,0.00264358830882,0.00264358830882,0.0,0.0,0.0001586152985292,0.0,0.6741150187491177,0.0343666480146609,0.0001850511816174,0.0,0.0,0.00264358830882,0.00264358830882,0.0,0.0,0.0,0.00264358830882,0.0,0.0,0.0,0.0,0.00264358830882,0.0,0.0,0.0,0.00264358830882,1
14,0.0,0.0,0.0,0.0,0.0,0.2123997061816718,0.0596209701562587,0.0037263106347661,0.0037263106347661,0.0,0.0,0.0002608417444336,0.0,0.950209211865374,0.2198523274512042,0.0001490524253906,3.726310634766173e-05,0.0,0.0037263106347661,0.0037263106347661,0.0,0.0,0.0,0.0037263106347661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037263106347661,1
15,0.0,0.0,0.0,0.0,0.0,0.6248518551180261,0.0518169831073485,0.003048057829844,0.003048057829844,0.0,0.0,0.0001828834697906,0.0,0.7772547466102276,0.0518169831073485,0.000213364048089,0.0,0.0,0.003048057829844,0.003048057829844,0.0,0.0,0.0,0.003048057829844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003048057829844,1
16,0.0,0.0,0.0,0.0,0.0,0.6655579402698564,0.0379484790504742,0.0029191137731134,0.0029191137731134,0.0,0.0,0.0002043379641179,0.0,0.7443740121439183,0.0379484790504742,0.0002043379641179,0.0,0.0,0.0029191137731134,0.0029191137731134,0.0,0.0,0.0,0.0029191137731134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029191137731134,1
17,0.0,0.0,0.0,0.0,0.0,0.1868299188045689,0.0411025821370051,0.0037365983760913,0.0037365983760913,0.0,0.0,0.0002989278700873,0.0,0.9528325859033014,0.2354056976937568,7.473196752182756e-05,3.736598376091378e-05,0.0,0.0037365983760913,0.0037365983760913,0.0,0.0,0.0,0.0037365983760913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037365983760913,1
18,0.0,0.0,0.0,0.0,0.0,0.7159939632699729,0.0327936166383193,0.0027328013865266,0.0027328013865266,0.0,0.0,0.0001639680831915,0.0,0.6968643535642866,0.0245952124787395,0.0001912960970568,0.0,0.0,0.0027328013865266,0.0027328013865266,0.0,0.0,0.0,0.0027328013865266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027328013865266,1
19,0.0,0.0,0.0,0.0,0.0,0.3893617135446058,0.0396572115647283,0.0036052010513389,0.0036052010513389,0.0,0.0,0.0002884160841071,0.0,0.9193262680914304,0.0396572115647283,0.0002523640735937,0.0,0.0,0.0036052010513389,0.0036052010513389,0.0,0.0,0.0,0.0036052010513389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036052010513389,1
20,0.0,0.0960266727241899,0.0,0.0102885720775917,0.0,0.2743619220691142,0.2743619220691142,0.0,0.0,0.0,0.0,0.0,0.0,0.8745286265953014,0.2743619220691142,6.859048051727855e-05,0.0010631524480178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034295240258639,0.0,0.0,0.0,0.0034295240258639,0.0,0.0,0.0,0.0,1
21,0.0,0.0,0.0,0.0,0.0,0.7103638050940196,0.046806917389916,0.0027533480817597,0.0027533480817597,0.0,0.0,0.0001376674040879,0.0,0.7021037608487403,0.0137667404087988,0.0001927343657231,0.0,0.0,0.0027533480817597,0.0027533480817597,0.0,0.0,0.0,0.0027533480817597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027533480817597,1
22,0.0,0.0,0.0,0.0,0.0,0.2325856389949143,0.0152515173111419,0.0,0.0,0.0038128793277854,0.0038128793277854,0.0003812879327785,0.0,0.9722842285852976,0.0152515173111419,0.0003050303462228,0.0,0.0,0.0,0.0,0.0038128793277854,0.0038128793277854,0.0,0.0038128793277854,0.0,0.0,0.0,0.0,0.0038128793277854,0.0,0.0038128793277854,0.0,0.0,1
23,0.0,0.1091266823795071,0.0,0.0116921445406614,0.0,0.0077947630271076,0.0077947630271076,0.0,0.0,0.0,0.0,0.0,0.0,0.9938322859562256,0.0077947630271076,7.794763027107653e-05,3.8973815135538266e-05,0.0,0.0,0.0,0.0030009837654364,0.0,0.0,0.0,0.0038973815135538,0.0,0.0,0.0,0.0038973815135538,0.0,0.0,0.0,0.0,1
24,0.0,0.0,0.0,0.0,0.0,0.4673014634488186,0.0311534308965879,0.0034614923218431,0.0034614923218431,0.0,0.0,0.0002076895393105,0.0,0.8826805420699907,0.0380764155402741,0.000242304462529,0.0,0.0,0.0034614923218431,0.0034614923218431,0.0,0.0,0.0,0.0034614923218431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034614923218431,1
25,0.0,0.0,0.0,0.0,0.0,0.0912123596836177,0.0456061798418088,0.0038005149868174,0.0038005149868174,0.0,0.0,0.0003040411989453,0.0,0.9691313216384384,0.2242303842222269,0.0001520205994726,0.0,0.0,0.0038005149868174,0.0038005149868174,0.0,0.0,0.0,0.0038005149868174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038005149868174,1
26,0.0,0.0,0.0,0.0,0.0,0.6282940782095132,0.0121998850137769,0.0,0.0,0.0030499712534442,0.0030499712534442,0.0001829982752066,0.0,0.7777426696282809,0.0121998850137769,0.0002439977002755,0.0,0.0,0.0,0.0,0.0030499712534442,0.0030499712534442,0.0,0.0030499712534442,0.0,0.0,0.0,0.0,0.0030499712534442,0.0,0.0030499712534442,0.0,0.0,1
27,0.0,0.0,0.0,0.0,0.0,0.2394882681794846,0.0380140108221404,0.0,0.0,0.003801401082214,0.003801401082214,0.0003041120865771,0.0,0.9693572759645808,0.0380140108221404,0.0002660980757549,0.0,0.0,0.0,0.0,0.003801401082214,0.003801401082214,0.0,0.003801401082214,0.0,0.0,0.0,0.0,0.003801401082214,0.0,0.003801401082214,0.0,0.0,1
28,0.0,0.0,0.0,0.0,0.0,0.1930084305727483,0.0705223111708118,0.0037117005879374,0.0037117005879374,0.0,0.0,0.0002969360470349,0.0,0.9464836499240544,0.2486839393918103,7.423401175874935e-05,0.0,0.0,0.0037117005879374,0.0037117005879374,0.0,0.0,0.0,0.0037117005879374,0.0,0.0,0.0,0.0037117005879374,0.0,0.0,0.0,0.0,0.0037117005879374,1
29,0.0,0.0,0.0,0.0,0.0,0.4399063469396688,0.0246347554286214,0.0,0.0,0.0035192507755173,0.0035192507755173,0.000211155046531,0.0,0.8974089477569245,0.0211155046531041,0.0002463475542862,0.0,0.0,0.0,0.0,0.0035192507755173,0.0035192507755173,0.0,0.0035192507755173,0.0,0.0,0.0,0.0,0.0,0.0,0.0035192507755173,0.0,0.0,1
30,0.0,0.0,0.0,0.0,0.0,0.547553719551675,0.0684442149439593,0.0032592483306647,0.0032592483306647,0.0,0.0,0.0001955548998398,0.0,0.8311083243195067,0.0684442149439593,0.0001955548998398,0.0,0.0,0.0032592483306647,0.0032592483306647,0.0,0.0,0.0,0.0032592483306647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032592483306647,1
31,0.0,0.0,0.0,0.0,0.0,0.4908236496998265,0.0541598510013601,0.003384990687585,0.003384990687585,0.0,0.0,0.0002030994412551,0.0,0.8631726253341777,0.1049347113151353,0.0001692495343792,0.0,0.0,0.003384990687585,0.003384990687585,0.0,0.0,0.0,0.003384990687585,0.0,0.0,0.0,0.0,0.003384990687585,0.0,0.0,0.0,0.003384990687585,1
32,0.0,0.0,0.0,0.0,0.0,0.4757262984618761,0.020683752107038,0.0034472920178396,0.0034472920178396,0.0,0.0,0.0002068375210703,0.0,0.8790594645491189,0.020683752107038,0.0002413104412487,0.0,0.0,0.0034472920178396,0.0034472920178396,0.0,0.0,0.0,0.0034472920178396,0.0,0.0,0.0,0.0,0.0034472920178396,0.0,0.0,0.0,0.0034472920178396,1
33,0.0,0.0,0.0,0.0,0.0,0.7340581048934967,0.0239366773334835,0.0026596308148315,0.0026596308148315,0.0,0.0,0.0001595778488898,0.0,0.6782058577820349,0.0239366773334835,0.0001595778488898,0.0,0.0,0.0026596308148315,0.0026596308148315,0.0,0.0,0.0,0.0026596308148315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026596308148315,1
34,0.0,0.0,0.0,0.0,0.0,0.6968271505462009,0.0224782951789097,0.0,0.0,0.0028097868973637,0.0028097868973637,0.0001685872138418,0.0,0.7164956588277469,0.0224782951789097,0.0001966850828154,0.0,0.0,0.0,0.0,0.0028097868973637,0.0028097868973637,0.0,0.0028097868973637,0.0,0.0,0.0,0.0,0.0028097868973637,0.0,0.0028097868973637,0.0,0.0,1
35,0.0,0.0,0.0,0.0,0.0,0.467592897888975,0.0242455576683172,0.0,0.0,0.0034636510954738,0.0034636510954738,0.0002424555766831,0.0,0.8832310293458417,0.0242455576683172,0.0002424555766831,0.0,0.0,0.0,0.0,0.0034636510954738,0.0034636510954738,0.0,0.0034636510954738,0.0,0.0,0.0,0.0,0.0,0.0,0.0034636510954738,0.0,0.0,1
36,0.0,0.0,0.0,0.0,0.0,0.6521646349521426,0.0563233093822305,0.0029643847043279,0.0029643847043279,0.0,0.0,0.0001482192352163,0.0,0.7559180996036199,0.0059287694086558,0.0002075069293029,0.0,0.0,0.0029643847043279,0.0029643847043279,0.0,0.0,0.0,0.0029643847043279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029643847043279,1
37,0.0,0.0,0.0,0.0,0.0,0.9458917723791552,0.0312322755030853,0.0044617536432979,0.0044617536432979,0.0,0.0,0.0002230876821648,0.0,0.321246262317449,0.0312322755030853,0.0004907929007627,4.461753643297903e-05,0.0,0.0043279010339989,0.0044617536432979,0.0,0.0,0.0,0.0044617536432979,0.0,0.0,0.0,0.0,0.0044617536432979,0.0,0.0,0.0,0.0044617536432979,1
38,0.0,0.0,0.0,0.0,0.0,0.6995860492954189,0.0363784745633617,0.0027983441971816,0.0027983441971816,0.0,0.0,0.0001679006518309,0.0,0.7135777702813272,0.0027983441971816,0.0001958840938027,0.0,0.0,0.0027983441971816,0.0027983441971816,0.0,0.0,0.0,0.0027983441971816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027983441971816,1
39,0.0,0.0,0.0,0.0,0.0,0.4584382996652967,0.0520952613256019,0.0,0.0,0.0034730174217067,0.0034730174217067,0.0001736508710853,0.0,0.8856194425352324,0.0520952613256019,0.0002083810453024,0.0,0.0,0.0,0.0,0.0034730174217067,0.0034730174217067,0.0,0.0034730174217067,0.0,0.0,0.0,0.0,0.0034730174217067,0.0,0.0034730174217067,0.0,0.0,1
40,0.0,0.0,0.0,0.0,0.0,0.4956361669735943,0.0611058288049636,0.0,0.0,0.0033947682669424,0.0033947682669424,0.0001697384133471,0.0,0.8656659080703188,0.0339476826694242,0.0002715814613553,0.0,0.0,0.0,0.0,0.0033947682669424,0.0033947682669424,0.0,0.0033947682669424,0.0,0.0,0.0,0.0,0.0033947682669424,0.0,0.0033947682669424,0.0,0.0,1
41,0.0,0.0,0.0,0.0,0.0,0.7618115392275918,0.0152362307845518,0.0025393717974253,0.0025393717974253,0.0,0.0,0.0001523623078455,0.0,0.647539808343453,0.0076181153922759,0.0001777560258197,0.0,0.0,0.0025393717974253,0.0025393717974253,0.0,0.0,0.0,0.0025393717974253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025393717974253,1
42,0.0,0.0,0.0,0.0,0.0,0.450287092587712,0.0558495618713441,0.003490597616959,0.003490597616959,0.0,0.0,0.0001745298808479,0.0,0.8901023923245469,0.041887171403508,0.0001745298808479,0.0,0.0,0.003490597616959,0.003490597616959,0.0,0.0,0.0,0.003490597616959,0.0,0.0,0.0,0.0,0.003490597616959,0.0,0.0,0.0,0.003490597616959,1
43,0.0,0.0835188035601148,0.0,0.0089484432385837,0.0,0.2445907818546221,0.2445907818546221,0.0,0.0,0.0,0.0,0.0,0.0,0.7606176752796175,0.5428722231407467,0.0008650161797297,0.0021177982331314,0.0,0.0002684532971575,0.0,0.0005965628825722,0.0,0.0,0.0,0.0029828144128612,0.0,0.0,0.0,0.0029828144128612,0.0,0.0,0.0,0.0,1
44,0.0,0.0,0.0,0.0,0.0,0.3945973219279577,0.0609832224797752,0.0,0.0,0.0035872483811632,0.0035872483811632,0.0001793624190581,0.0,0.9147483371966292,0.0609832224797752,0.0002511073866814,0.0,0.0,0.0,0.0,0.0035872483811632,0.0035872483811632,0.0,0.0035872483811632,0.0,0.0,0.0,0.0,0.0,0.0,0.0035872483811632,0.0,0.0,1
45,0.0,0.0,0.0,0.0,0.0,0.6920713682829127,0.0562659649010498,0.0,0.0,0.0028132982450524,0.0028132982450524,0.0001969308771536,0.0,0.7173910524883851,0.0562659649010498,0.0001969308771536,0.0,0.0,0.0,0.0,0.0028132982450524,0.0028132982450524,0.0,0.0028132982450524,0.0,0.0,0.0,0.0,0.0,0.0,0.0028132982450524,0.0,0.0,1
46,0.0,0.0,0.0,0.0,0.0,0.727631697333569,0.0508272141519772,0.0,0.0,0.0026751165343145,0.0026751165343145,0.000187258157402,0.0,0.682154716250221,0.0508272141519772,0.0002140093227451,0.0,0.0,0.0,0.0,0.0026751165343145,0.0026751165343145,0.0,0.0026751165343145,0.0,0.0,0.0,0.0,0.0,0.0,0.0026751165343145,0.0,0.0,1
47,0.0,0.0,0.0,0.0,0.0,0.7122241248089193,0.0219992007662986,0.0027499000957873,0.0027499000957873,0.0,0.0,0.0001924930067051,0.0,0.70122452442577,0.0219992007662986,0.0002199920076629,0.0,0.0,0.0027499000957873,0.0027499000957873,0.0,0.0,0.0,0.0027499000957873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027499000957873,1
48,0.0,0.0,0.0,0.0,0.0,0.7551679641378224,0.0154115911048535,0.0025685985174755,0.0025685985174755,0.0,0.0,0.0001284299258737,0.0,0.6549926219562745,0.0205487881398046,0.0001798018962232,0.0,0.0,0.0025685985174755,0.0025685985174755,0.0,0.0,0.0,0.0025685985174755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025685985174755,1
49,0.0,0.0,0.0,0.0,0.0,0.5951113969010108,0.0626433049369485,0.0031321652468474,0.0031321652468474,0.0,0.0,0.0001879299148108,0.0,0.7987021379460935,0.0626433049369485,0.0002505732197477,0.0,0.0,0.0031321652468474,0.0031321652468474,0.0,0.0,0.0,0.0031321652468474,0.0,0.0,0.0,0.0,0.0031321652468474,0.0,0.0,0.0,0.0031321652468474,1
50,0.0,0.0,0.0,0.0,0.0,0.4677949851109918,0.0173257401892959,0.0,0.0,0.0034651480378591,0.0034651480378591,0.0002079088822715,0.0,0.8836127496540956,0.0034651480378591,0.0002425603626501,0.0,0.0,0.0,0.0,0.0034651480378591,0.0034651480378591,0.0,0.0034651480378591,0.0,0.0,0.0,0.0,0.0,0.0,0.0034651480378591,0.0,0.0,1
51,0.0,0.0,0.0,0.0,0.0,0.4341683889850491,0.0247087701048401,0.0035298243006914,0.0035298243006914,0.0,0.0,0.0002117894580414,0.0,0.9001051966763213,0.0247087701048401,0.0002823859440553,0.0,0.0,0.0035298243006914,0.0035298243006914,0.0,0.0,0.0,0.0035298243006914,0.0,0.0,0.0,0.0,0.0035298243006914,0.0,0.0,0.0,0.0035298243006914,1
52,0.0,0.0,0.0,0.0,0.0,0.6915662854493808,0.056454390648929,0.0028227195324464,0.0028227195324464,0.0,0.0,0.0001693631719467,0.0,0.7197934807738453,0.0197590367271251,0.0001975903672712,0.0,0.0,0.0028227195324464,0.0028227195324464,0.0,0.0,0.0,0.0028227195324464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028227195324464,1
53,0.0,0.8937098418685047,0.0,0.0,0.0,0.2277574500110627,0.2277574500110627,0.0,0.0,0.0,0.0,0.0,0.0,0.2208294667407642,0.2208294667407642,0.0,0.0008659979087873,0.0,0.0,0.0,0.0,0.0,0.0008659979087873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54,0.0,0.0,0.0,0.0,0.0,0.392474959749831,0.0468089401536495,0.0036006877041268,0.0036006877041268,0.0,0.0,0.0002160412622476,0.0,0.9181753645523568,0.0252048139288882,0.0002160412622476,0.0,0.0,0.0036006877041268,0.0036006877041268,0.0,0.0,0.0,0.0036006877041268,0.0,0.0,0.0,0.0,0.0036006877041268,0.0,0.0,0.0,0.0036006877041268,1
55,0.0,0.0,0.0,0.0,0.0,0.4939148813491487,0.0272504762123668,0.0,0.0,0.0034063095265458,0.0034063095265458,0.0002725047621236,0.0,0.8686089292691926,0.0272504762123668,0.0003065678573891,0.0,0.0,0.0,0.0,0.0034063095265458,0.0034063095265458,0.0,0.0034063095265458,0.0,0.0,0.0,0.0,0.0,0.0,0.0034063095265458,0.0,0.0,1
56,0.0,0.0,0.0,0.0,0.0,0.7000302145161381,0.0056002417161291,0.0,0.0,0.0028001208580645,0.0028001208580645,0.0001960084600645,0.0,0.7140308188064608,0.0056002417161291,0.0001960084600645,0.0,0.0,0.0,0.0,0.0028001208580645,0.0028001208580645,0.0,0.0028001208580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0028001208580645,0.0,0.0,1
57,0.0,0.0,0.0,0.0,0.0,0.049378194340686,0.0151932905663649,0.0037983226415912,0.0037983226415912,0.0,0.0,0.0011774800188932,0.0,0.9685722736057656,0.2430926490618391,7.596645283182474e-05,3.798322641591237e-05,0.0,0.0037983226415912,0.0037983226415912,0.0,0.0,0.0,0.0037983226415912,0.0,0.0,0.0,0.0,0.0,0.0037983226415912,0.0,0.0,0.0037983226415912,1
58,0.0,0.0,0.0,0.0,0.0,0.3228805941348374,0.0037112711969521,0.0037112711969521,0.0037112711969521,0.0,0.0,0.0002597889837866,0.0,0.9463741552227992,0.0037112711969521,0.0002226762718171,0.0,0.0,0.0037112711969521,0.0037112711969521,0.0,0.0,0.0,0.0037112711969521,0.0,0.0,0.0,0.0,0.0037112711969521,0.0,0.0,0.0,0.0037112711969521,1
59,0.0,0.0,0.0,0.0,0.0,0.7522850129274499,0.033492140986496,0.0025763185374227,0.0025763185374227,0.0,0.0,0.0001288159268711,0.0,0.6569612270428072,0.0360684595239188,0.0002061054829938,0.0,0.0,0.0025763185374227,0.0025763185374227,0.0,0.0,0.0,0.0025763185374227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025763185374227,1
60,0.0,0.0,0.0,0.0,0.0,0.7557099902450835,0.0461111180488525,0.0025617287804918,0.0025617287804918,0.0,0.0,0.0001280864390245,0.0,0.6532408390254111,0.0025617287804918,0.0002049383024393,0.0,0.0,0.0025617287804918,0.0025617287804918,0.0,0.0,0.0,0.0025617287804918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025617287804918,1
61,0.0,0.0,0.0,0.0,0.0,0.4878216319823278,0.0511701012568875,0.0034113400837925,0.0034113400837925,0.0,0.0,0.0002046804050275,0.0,0.8698917213670881,0.0511701012568875,0.0001705670041896,0.0,0.0,0.0034113400837925,0.0034113400837925,0.0,0.0,0.0,0.0034113400837925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034113400837925,1
62,0.0,0.0,0.0,0.0,0.0,0.3696985879279612,0.0688654232414829,0.003624495960078,0.003624495960078,0.0,0.0,0.0002174697576046,0.0,0.924246469819903,0.0652409272814049,0.0002174697576046,0.0,0.0,0.003624495960078,0.003624495960078,0.0,0.0,0.0,0.003624495960078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003624495960078,1
63,0.0,0.0,0.0,0.0,0.0,0.701426573028718,0.0083835845381918,0.0027945281793972,0.0027945281793972,0.0,0.0,0.0001956169725578,0.0,0.7126046857463072,0.0083835845381918,0.0002235622543517,0.0,0.0,0.0027945281793972,0.0027945281793972,0.0,0.0,0.0,0.0027945281793972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027945281793972,1
64,0.0,0.0,0.0,0.0,0.0,0.7138332755930896,0.0109820503937398,0.0027455125984349,0.0027455125984349,0.0,0.0,0.000164730755906,0.0,0.7001057126009148,0.0109820503937398,0.0001921858818904,0.0,0.0,0.0027455125984349,0.0027455125984349,0.0,0.0,0.0,0.0027455125984349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027455125984349,1
65,0.0,0.0,0.0,0.0,0.0,0.1696628883223208,0.0462716968151784,0.0038559747345982,0.0038559747345982,0.0,0.0,0.0004241572208058,0.0,0.9832735573225412,0.0462716968151784,0.0003084779787678,0.0,0.0,0.0038559747345982,0.0038559747345982,0.0,0.0,0.0,0.0038559747345982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038559747345982,1
66,0.0,0.7921510818044427,0.0,0.0,0.0,0.3922375996144091,0.3922375996144091,0.0,0.0,0.0,0.0,0.0,0.0,0.1957350056784233,0.1627287106032382,1.535176515124889e-05,0.0006370982537768,0.0,0.0,0.0,0.0,0.0,0.0007675882575624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
67,0.0,0.0,0.0,0.0,0.0,0.7283409143476512,0.0401658592471131,0.0,0.0,0.0026777239498075,0.0026777239498075,0.0001606634369884,0.0,0.682819607200923,0.0401658592471131,0.0001874406764865,0.0,0.0,0.0,0.0,0.0026777239498075,0.0026777239498075,0.0,0.0026777239498075,0.0,0.0,0.0,0.0,0.0,0.0,0.0026777239498075,0.0,0.0,1
68,0.0,0.0,0.0,0.0,0.0,0.4296253592656067,0.0669088674266108,0.0034863041448602,0.0035215193382426,0.0,0.0,0.0002465063536769,0.0,0.8979874312518829,0.0669088674266108,0.0001760759669121,0.0,0.0,0.0035215193382426,0.0035215193382426,0.0,0.0,0.0,0.0035215193382426,0.0,0.0,0.0,0.0,0.0035215193382426,0.0,0.0,0.0,0.0035215193382426,1
69,0.0,0.0,0.0,0.0,0.0,0.747489606944403,0.0078134802119624,0.0026044934039874,0.0026044934039874,0.0,0.0,0.0001302246701993,0.0,0.6641458180168041,0.0078134802119624,0.0001302246701993,0.0,0.0,0.0026044934039874,0.0026044934039874,0.0,0.0,0.0,0.0026044934039874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026044934039874,1
