f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,class
0.0,0.9977574870304616,0.0,0.0,0.0029872978653606,0.0029872978653606,0.0029872978653606,0.0,0.0,0.0,0.0,0.0,0.0,0.0089618935960819,0.0657205530379346,0.0,0.0029872978653606,0.0004182217011504,0.0,0.0,0.0,0.0,0.0,0.0029872978653606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9976123987400798,0.0,0.0,0.0040553349542279,0.0040553349542279,0.0040553349542279,0.0,0.0,0.0,0.0,0.0,0.0,0.0202766747711398,0.0648853592676474,0.0,0.0040553349542279,0.0004866401945073,0.0,0.0,0.0,0.0,0.0,0.0040553349542279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9963980017286658,0.0,0.0,0.0029832275500858,0.0059664551001716,0.0059664551001716,0.0,0.0,0.0,0.0,0.0,0.0,0.0238658204006866,0.0805471438523172,0.0,0.0029832275500858,0.0003281550305094,0.0,0.0,0.0,0.0,0.0,0.0029832275500858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9871379081200792,0.0,0.0,0.0029555027189223,0.0029555027189223,0.0029555027189223,0.0,0.0,0.0,0.0,0.0,0.0,0.0029555027189223,0.1595971468218092,0.0,0.0029555027189223,0.0003842153534599,0.0,5.911005437844786e-05,0.0,0.0,0.0,0.0029555027189223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.4381061944911315,0.8978427366600678,0.0,0.0003666160623356,0.0003666160623356,0.0003666160623356,0.0,0.0,0.0,0.0,0.0,0.0,0.0425274632309382,0.0051326248726994,1.8330803116783745e-05,3.666160623356749e-06,0.0,7.332321246713498e-06,0.0,2.5663124363497244e-05,0.0,0.0,0.0003666160623356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9979846020218358,0.0,0.0,0.0029879778503647,0.0059759557007295,0.0059759557007295,0.0,0.0,0.0,0.0,0.0,0.0,0.0179278671021886,0.0597595570072955,0.0,0.0029879778503647,0.0004481966775547,0.0,0.0,0.0,0.0,0.0,0.0029879778503647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.5775626801855884,0.0,0.0,0.0192520893395196,0.0192520893395196,0.0192520893395196,0.0,0.0,0.0,0.0,0.0,0.0,0.096260446697598,0.8085877522598238,0.0,0.0192520893395196,0.0023102507207423,0.0,0.0,0.0,0.0,0.0,0.0192520893395196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0007269554818509,0.4474410990792704,0.8908839430083606,0.0,0.0003634777409254,0.0003634777409254,0.0003634777409254,0.0,0.0,0.0,0.0,0.0,0.0,0.0763303255943515,0.0138121541551683,7.269554818509674e-06,0.0,0.0,0.0,0.0,3.634777409254837e-06,0.0,0.0,0.0003634777409254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0007272693017486,0.4429070047649094,0.8905412599911848,0.0,0.0003636346508743,0.0003636346508743,0.0003636346508743,0.0,0.0,0.0,0.0,0.0,0.0,0.092726835972949,0.0454543313592887,7.272693017486197e-06,3.6363465087430986e-06,0.0,0.0,0.0,3.6363465087430986e-06,0.0,0.0,0.0003636346508743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0007371541931612,0.4249693923574541,0.9011710011396143,0.0,0.0003685770965806,0.0003685770965806,0.0003685770965806,0.0,0.0,0.0,0.0,0.0,0.0,0.0825612696340587,0.0191660090221922,7.371541931612387e-06,0.0,0.0,0.0,0.0,3.6857709658061936e-06,0.0,0.0,0.0003685770965806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9981673075545,0.0,0.0,0.0029885248729176,0.0029885248729176,0.0029885248729176,0.0,0.0,0.0,0.0,0.0,0.0,0.0029885248729176,0.0597704974583532,0.0,0.0029885248729176,0.0004482787309376,0.0,0.0,0.0,0.0,0.0,0.0029885248729176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9995563551426868,0.0,0.0,0.0029926836980319,0.0029926836980319,0.0029926836980319,0.0,0.0,0.0,0.0,0.0,0.0,0.0089780510940959,0.0269341532822879,0.0,0.0029926836980319,0.000658390413567,0.0,0.0,0.0,0.0,0.0,0.0029926836980319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.895906903415136,0.1837667309760968,0.4019235891502155,0.0,0.0001763596266565,0.0001763596266565,0.0001763596266565,0.0,0.0,0.0,0.0,0.0,0.0,0.0449717047974133,0.0038799117864435,3.527192533130457e-06,0.0,0.0,2.292675146534797e-05,0.0,0.0,0.0,0.0,0.0001763596266565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0003682991181182,0.4309099681983596,0.9012279420353728,0.0,0.0003682991181182,0.0003682991181182,0.0003682991181182,0.0,0.0,0.0,0.0,0.0,0.0,0.0441958941741907,0.0066293841261286,1.841495590591281e-05,3.682991181182561e-06,0.0,7.365982362365122e-06,0.0,2.578093826827793e-05,0.0,0.0,0.0003682991181182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.4479032561722562,0.8918008734681752,0.0,0.0003641489887579,0.0003641489887579,0.0003641489887579,0.0,0.0,0.0,0.0,0.0,0.0,0.0629977750551222,0.0003641489887579,1.0924469662737957e-05,3.641489887579319e-06,0.0,3.641489887579319e-06,0.0,3.641489887579319e-06,0.0,0.0,0.0003641489887579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0692616355899402,0.2251003156673056,0.9718273243713484,0.0,0.0021644261121856,0.0021644261121856,0.0021644261121856,0.0,0.0,0.0,0.0,0.0,0.0,0.0021644261121856,0.0021644261121856,0.0,0.0021644261121856,0.0,0.0,0.0,0.0,0.0,0.0,0.0021644261121856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.4545650076926157,0.8856616075218319,0.0,0.0003610524286676,0.0003610524286676,0.0003610524286676,0.0,0.0,0.0,0.0,0.0,0.0,0.0920683693102597,0.0198578835767226,7.221048573353705e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003610524286676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.573475934226661,0.8146999383061295,0.0,0.0,0.0091027926067723,0.0091027926067723,0.0,0.0,0.0045513963033861,0.0045513963033861,0.0,0.0,0.0591681519440205,0.0591681519440205,0.0,0.0003641117042708,0.0,0.0003641117042708,0.0003641117042708,0.0041872845991153,0.0041872845991153,0.0,0.0045513963033861,0.0,0.0,0.0,0.0,0.0,0.0045513963033861,0.0,0.0,0.0,r2l
0.0,0.997196822310725,0.0,0.0,0.0029856192284752,0.0059712384569504,0.0059712384569504,0.0,0.0,0.0,0.0,0.0029856192284752,0.0029856192284752,0.0179137153708513,0.0716548614834054,0.0009852543453968,0.0029856192284752,0.000358274307417,0.0,0.0,0.0,0.0,0.0,0.0029856192284752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0283685574892382,0.0557888623604518,0.9980358804709724,0.0,3.95105257510282e-05,3.95105257510282e-05,3.95105257510282e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.95105257510282e-05,3.95105257510282e-05,0.0,3.95105257510282e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.95105257510282e-05,0.0,0.0,0.0,0.0,0.0,3.95105257510282e-05,0.0,0.0,0.0,r2l
0.0,0.997557220791492,0.0,0.0,0.0029866982658427,0.0029866982658427,0.0029866982658427,0.0,0.0,0.0,0.0,0.0,0.0,0.0089600947975283,0.0686940601143841,0.0,0.0029866982658427,0.0003882707745595,0.0,0.0,0.0,0.0,0.0,0.0029866982658427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0007267899119364,0.4458856109729838,0.8899542471661267,0.0,0.0003633949559682,0.0003633949559682,0.0003633949559682,0.0,0.0,0.0,0.0,0.0,0.0,0.0926657137718915,0.0218036973580921,7.26789911936404e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003633949559682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9962739039275988,0.0,0.0,0.0029828559997832,0.0059657119995664,0.0059657119995664,0.0,0.0,0.0,0.0,0.0,0.0,0.0417599839969652,0.0745713999945807,0.0,0.0029828559997832,0.0002386284799826,0.0,0.0,0.0,0.0,0.0,0.0029828559997832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0009809347901872,0.9999995188457368,0.0,0.0,1.947845095685476e-07,1.947845095685476e-07,1.947845095685476e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.142629605254024e-06,8.375733911447547e-06,3.506121172233857e-08,1.947845095685476e-07,2.3374141148225713e-08,0.0,0.0,0.0,0.0,0.0,1.947845095685476e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0003638839546177,0.4413912369513125,0.8911518048588329,0.0,0.0003638839546177,0.0003638839546177,0.0003638839546177,0.0,0.0,0.0,0.0,0.0,0.0,0.0927904084275224,0.048032682009541,7.2776790923547e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003638839546177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9888973408062623,0.0,0.0,0.0029607704814558,0.0059215409629117,0.0059215409629117,0.0,0.0,0.0,0.0,0.0,0.0,0.0059215409629117,0.1480385240727937,0.0,0.0029607704814558,0.0002960770481455,0.0,0.0,0.0,0.0,0.0,0.0029607704814558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9976995595033398,0.0,0.0,0.0029871244296507,0.0059742488593014,0.0059742488593014,0.0,0.0,0.0,0.0,0.0,0.0,0.0119484977186028,0.0657167374523158,0.0,0.0029871244296507,0.0005376823973371,0.0,0.0,0.0,0.0,0.0,0.0029871244296507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0003599354014423,0.4592775722404115,0.8822016689351477,0.0,0.0003599354014423,0.0003599354014423,0.0003599354014423,0.0,0.0,0.0,0.0,0.0,0.0,0.0917835273677938,0.0475114729903873,7.198708028846575e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003599354014423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9841805467666008,0.0,0.0,0.0040007339299455,0.0040007339299455,0.0040007339299455,0.0,0.0,0.0,0.0,0.0,0.0,0.0160029357197821,0.1760322929176034,0.0,0.0040007339299455,0.000360066053695,0.0,0.0,0.0010001834824863,8.001467859891064e-05,0.0,0.0040007339299455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0048071540260792,0.9998880374244856,0.0,0.0,0.0012017885065198,0.0012017885065198,0.0012017885065198,0.0,0.0,0.0,0.0,0.0,0.0,0.0036053655195594,0.0132196735717179,0.0,0.0012017885065198,0.0002163219311735,0.0,0.0,0.0,0.0,0.0,0.0012017885065198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0007213469161258,0.4573339448237751,0.8840106457122026,0.0,0.0003606734580629,0.0003606734580629,0.0003606734580629,0.0,0.0,0.0,0.0,0.0,0.0,0.0916110583479802,0.0295752235611589,7.213469161258283e-06,0.0,0.0,0.0,0.0,3.6067345806291416e-06,0.0,0.0,0.0003606734580629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0003654550862338,0.4348915526183211,0.8942685960143124,0.0,0.0003654550862338,0.0003654550862338,0.0003654550862338,0.0,0.0,0.0,0.0,0.0,0.0,0.0931910469896402,0.0486055264691064,7.309101724677665e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003654550862338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9974504430124383,0.0,0.0,0.0029863785718935,0.0029863785718935,0.0029863785718935,0.0,0.0,0.0,0.0,0.0,0.0,0.0328501642908288,0.0627139500097641,0.0,0.0029863785718935,0.000418093000065,0.0,0.0,0.0,0.0,0.0,0.0029863785718935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9897571670122346,0.0,0.0,0.0029633448114138,0.0029633448114138,0.0029633448114138,0.0,0.0,0.0,0.0,0.0,0.0,0.0414868273597942,0.1363138613250382,0.0004148682735979,0.0029633448114138,0.0003259679292555,0.0,0.0,0.0,0.0,0.0,0.0029633448114138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9902307191661454,0.0,0.0,0.0029647626322339,0.0059295252644679,0.0059295252644679,0.0,0.0,0.0,0.0,0.0,0.0,0.0266828636901057,0.1363790810827625,0.0,0.0029647626322339,0.0002075333842563,0.0,5.929525264467937e-05,0.0,0.0,0.0,0.0029647626322339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9965976143971969,0.0,0.0,0.0029838251928059,0.0029838251928059,0.0029838251928059,0.0,0.0,0.0,0.0,0.0,0.0,0.0149191259640298,0.0805632802057614,0.0,0.0029838251928059,0.0002088677634964,0.0,0.0,0.0,0.0,0.0,0.0029838251928059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0009867783197703,0.9999995130653858,0.0,0.0,1.947845084426242e-07,1.947845084426242e-07,1.947845084426242e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.791380337704968e-07,1.1687070506557453e-05,0.0,1.947845084426242e-07,2.3374141013114906e-08,4.869612711065605e-08,3.8956901688524845e-09,0.0,0.0,0.0,1.947845084426242e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.4519236838426739,0.8911119981728731,0.0,0.0003638677003564,0.0003638677003564,0.0003638677003564,0.0,0.0,0.0,0.0,0.0,0.0,0.0396615793388498,0.0025470739024949,2.1832062021385214e-05,3.6386770035642016e-06,0.0,7.277354007128405e-06,0.0,2.547073902494942e-05,0.0,0.0,0.0003638677003564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.986961230984942,0.0,0.0,0.0029549737454638,0.0059099474909277,0.0059099474909277,0.0,0.0,0.0,0.0,0.0,0.0,0.0177298424727833,0.1595685822550505,0.0,0.0029549737454638,0.0002659476370917,0.0,0.0,0.0,0.0,0.0,0.0029549737454638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.0,0.0,0.0,0.0,0.0240544104187233,0.9942489639738992,0.0053721516601815,0.0060937839727432,0.0,0.0003207254722496,0.0,0.0028865292502468,0.0721632312561701,0.0721632312561701,0.0,0.006254146708868,0.0,0.004490156611495,0.004490156611495,0.0,0.0,0.0,0.0080181368062411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0003608071515824,0.4549778181454952,0.8843383285286351,0.0,0.0003608071515824,0.0003608071515824,0.0003608071515824,0.0,0.0,0.0,0.0,0.0,0.0,0.0920058236535299,0.0487089654636335,7.216143031649409e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003608071515824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9880925648130804,0.0,0.0,0.0029583609724942,0.0059167219449885,0.0059167219449885,0.0,0.0,0.0,0.0,0.0,0.0,0.0502921365324022,0.1449596876522183,0.0003550033166993,0.0029583609724942,0.0002958360972494,0.0,0.0,0.0,0.0,0.0,0.0029583609724942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.6759657926766404,0.0,0.0,0.0027478284255147,0.0054956568510295,0.0027478284255147,0.0,0.0,0.0,0.0,0.0027478284255147,0.0,0.7006962485062735,0.2280697593177282,0.000192347989786,0.0009617399489301,0.0,5.495656851029597e-05,0.0001373914212757,0.0,0.0,0.0,0.0027478284255147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0007220042478955,0.4559456825460697,0.8848162057960546,0.0,0.0003610021239477,0.0003610021239477,0.0003610021239477,0.0,0.0,0.0,0.0,0.0,0.0,0.0909725352348452,0.0288801699158238,7.220042478955974e-06,0.0,0.0,0.0,0.0,3.610021239477987e-06,0.0,0.0,0.0003610021239477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.5702711321603733,0.8101470845770382,0.0,0.0,0.0090519227327043,0.0090519227327043,0.0,0.0,0.0045259613663521,0.0045259613663521,0.0,0.0,0.0950451886933955,0.0950451886933955,0.0,0.0002262980683176,0.0,0.0002262980683176,0.0002262980683176,0.0042996632980345,0.0042996632980345,0.0,0.0045259613663521,0.0,0.0,0.0,0.0,0.0,0.0045259613663521,0.0,0.0,0.0,r2l
0.0,0.9994847453798608,0.0,0.0,0.0029924692975444,0.0029924692975444,0.0029924692975444,0.0,0.0,0.0,0.0,0.0,0.0,0.0149623464877224,0.0269322236779004,0.0,0.0029924692975444,0.0006583432454597,0.0,0.0,0.0,0.0,0.0,0.0029924692975444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0009829625388691,0.9999995168624514,0.0,0.0,1.9487758502560918e-07,1.9487758502560918e-07,1.9487758502560918e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.169265510153655e-06,7.600225815998757e-06,0.0,1.9487758502560918e-07,2.5334086053329192e-08,0.0,0.0,0.0,0.0,0.0,1.9487758502560918e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.988637336749373,0.0,0.0,0.0029599920261957,0.0029599920261957,0.0029599920261957,0.0,0.0,0.0,0.0,0.0,0.0,0.0384798963405444,0.1450396092835906,0.0,0.0029599920261957,0.0004143988836674,0.0,0.0,0.0,0.0,0.0,0.0029599920261957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0007250989523275,0.4470235041099185,0.8886087660773806,0.0,0.0003625494761637,0.0003625494761637,0.0003625494761637,0.0,0.0,0.0,0.0,0.0,0.0,0.0924501164217593,0.0435059371396514,7.25098952327524e-06,0.0,0.0,0.0,0.0,3.62549476163762e-06,0.0,0.0,0.0003625494761637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
1.941679708256932e-06,0.0,0.9999999999870685,0.0,0.0,1.9416797082569322e-07,1.9416797082569322e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.300855504036784e-06,3.300855504036784e-06,0.0,1.9416797082569322e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.9416797082569322e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9970591709943916,0.0,0.0,0.0029852070987856,0.0029852070987856,0.0029852070987856,0.0,0.0,0.0,0.0,0.0,0.0,0.014926035493928,0.0746301774696401,0.0,0.0029852070987856,0.0005970414197571,0.0,0.0,0.0,0.0,0.0,0.0029852070987856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
1.7477312991136042e-06,0.0,0.9999999999909306,0.0,0.0,1.9419236656817827e-07,1.9419236656817827e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.7186931319544957e-06,2.7186931319544957e-06,0.0,1.9419236656817827e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.9419236656817827e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0010893216726732,0.4477112074687188,0.8892495921256224,0.0,0.0003631072242244,0.0003631072242244,0.0003631072242244,0.0,0.0,0.0,0.0,0.0,0.0,0.0925923421772289,0.0105301095025083,7.262144484488545e-06,0.0,0.0,3.9941794664687e-05,0.0,0.0,0.0,0.0,0.0003631072242244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9924707850249186,0.0,0.0,0.0029714694162422,0.0029714694162422,0.0029714694162422,0.0,0.0,0.0,0.0,0.0,0.0,0.0089144082487268,0.1218302460659331,0.0,0.0029714694162422,0.0004457204124363,0.0,0.0,0.0,0.0,0.0,0.0029714694162422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0014525723491383,0.4502974282328766,0.8893374207599314,0.0,0.0003631430872845,0.0003631430872845,0.0003631430872845,0.0,0.0,0.0,0.0,0.0,0.0,0.0773494775916151,0.0148888665786676,7.262861745691559e-06,0.0,0.0,0.0,0.0,3.63143087284578e-06,0.0,0.0,0.0003631430872845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0003616992745474,0.4514006946351635,0.8865249219156938,0.0,0.0003616992745474,0.0003616992745474,0.0003616992745474,0.0,0.0,0.0,0.0,0.0,0.0,0.0922333150095887,0.0412337172984043,7.233985490948133e-06,0.0,0.0,0.0,0.0,3.6169927454740662e-06,0.0,0.0,0.0003616992745474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9907272173246796,0.0,0.0,0.0029662491536667,0.0029662491536667,0.0029662491536667,0.0,0.0,0.0,0.0,0.0,0.0,0.0237299932293336,0.1334812119150017,0.0,0.0029662491536667,0.0002076374407566,0.0,5.932498307333411e-05,0.0,0.0,0.0,0.0029662491536667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.9979488075043116,0.0,0.0,0.0029878706811506,0.0029878706811506,0.0029878706811506,0.0,0.0,0.0,0.0,0.0,0.0,0.0089636120434519,0.0627452843041632,0.0,0.0029878706811506,0.0007170889634761,0.0,0.0,0.0,0.0,0.0,0.0029878706811506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.4452188840267282,0.8915289908084238,0.0,0.0003637409183224,0.0003637409183224,0.0003637409183224,0.0,0.0,0.0,0.0,0.0,0.0,0.0807504838675928,0.0181870459161245,7.274818366449808e-06,0.0,0.0,0.0,0.0,3.637409183224904e-06,0.0,0.0,0.0003637409183224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0003635678119041,0.4442798661468731,0.8903775713532669,0.0,0.0003635678119041,0.0003635678119041,0.0003635678119041,0.0,0.0,0.0,0.0,0.0,0.0,0.0927097920355586,0.033811806507086,7.271356238083029e-06,0.0,0.0,0.0,0.0,3.6356781190415145e-06,0.0,0.0,0.0003635678119041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
1.7473108885342676e-06,0.0,0.9999999999952696,0.0,0.0,1.941456542815853e-07,1.941456542815853e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.7473108885342676e-06,1.7473108885342676e-06,0.0,1.941456542815853e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.941456542815853e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
0.0,0.4518510157959675,0.886685206477824,0.0,0.0003620601088108,0.0003620601088108,0.0003620601088108,0.0,0.0,0.0,0.0,0.0,0.0,0.0923253277467722,0.0314992294665458,7.241202176217428e-06,0.0,0.0,0.0,0.0,3.620601088108714e-06,0.0,0.0,0.0003620601088108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r2l
